	LE6	LE7	LE8	LE9	LE10	LE11	LE12	LE13	LE14	LE15	LP1	LP2	LP3	LP4	LP5	LP6	LP7	LP8	LP9	LP10	LP11	LP12	LP13	LP14	LP15
	E14.5	E14.5	E14.5	E14.5	E14.5	E17.5	E17.5	E17.5	E17.5	E17.5	P0	P0	P0	P0	P0	P1	P1	P1	P1	P7	P7	P7	P21	P21	P21
DAG28:0(14:0/14:0)	0.000215265	0.00034676	0.000293847	0.000229839	0.000278611	0.000131774	0.000164871	0.000286715	0.000250608	0.000186481	0.0001579	0.000156639	0.000137255	0.000127604	0.000120396	0.000135034	0.000233621	0.000148464	0.000186004	0.000532889	0.000606944	0.000484439	0.000387439	0.000381336	0.000280173
DAG30:1(14:0/16:1)	0.000429105	0.000938196	0.000570659	0.000576154	0.000486357	0.000264231	0.000495453	0.000754186	0.000497189	0.00039329	0.000384673	0.000389996	0.000463476	0.000361616	0.000270995	0.000316642	0.000431406	0.000259294	0.000394828	0.000505223	0.00059005	0.000353688	0.000508709	0.000367136	0.00052175
DAG32:2(18:2/14:0)	0.000683127	0.001333342	0.000783448	0.000947315	0.000827322	0.000427268	0.000787043	0.001267163	0.001014152	0.000567863	0.000565334	0.000609167	0.000705211	0.000460021	0.000450218	0.000489113	0.000547891	0.000402248	0.000547015	0.001103029	0.001284648	0.000676129	0.001063305	0.000865645	0.00109842
DAG32:2(16:1/16:1)	0.014646239	0.024821348	0.009326758	0.010926733	0.013482898	0.008171492	0.008012468	0.010237719	0.00960855	0.007479867	0.007036559	0.005705968	0.006287524	0.004759762	0.005094137	0.004902873	0.004677435	0.001740161	0.002330814	0.011289647	0.003500438	0.001519365	0.009150431	0.016675305	0.005171097
DAG32:1(16:1/16:0)	0.003640307	0.005264934	0.002499571	0.002741001	0.0032501	0.00228813	0.002199042	0.002885771	0.0025867	0.002568424	0.002840801	0.002410882	0.002107756	0.001799003	0.00183979	0.002061108	0.003278586	0.002173586	0.002605607	0.003294372	0.002251728	0.001390298	0.003057792	0.004191545	0.002147601
DAG32:1(14:0/18:1)	0.00042202	0.000430466	0.000422813	0.00033389	0.000461911	0.000180839	0.000178798	0.000271769	0.000203395	0.000311689	0.00012167	0.000148263	0.000179332	0.000132322	0.000129251	0.000169801	0.000272657	0.000129267	0.000232781	0.000655441	0.000906311	0.000473245	0.000422474	0.000367136	0.000393916
DAG32:0(16:0/16:0)	0.006810959	0.007299817	0.00661336	0.006160419	0.007318886	0.004321072	0.003872031	0.005479871	0.003556839	0.006224832	0.005220531	0.005088886	0.003891073	0.003314775	0.003788681	0.006197084	0.008979312	0.007480015	0.007702818	0.012085068	0.012496545	0.008382338	0.011524445	0.012532045	0.010862268
DAG34:3(18:2/16:1)	0.004125074	0.009304694	0.004999142	0.005718054	0.004553486	0.002632943	0.005077348	0.007456726	0.005972857	0.003284774	0.003291224	0.003405209	0.004027699	0.002878118	0.002607129	0.003031857	0.003040977	0.00254808	0.003145334	0.004661662	0.004732158	0.002380263	0.004965252	0.003865103	0.005190035
DAG34:2(16:0/18:2)	0.003376164	0.006097169	0.003370069	0.004078113	0.003739031	0.002258147	0.003605193	0.005313136	0.003980335	0.003120234	0.00269025	0.002826125	0.002911721	0.002111416	0.002021414	0.002808126	0.003491454	0.002405886	0.003088746	0.006044281	0.007779114	0.004169989	0.006146438	0.005345591	0.005402144
DAG34:2(16:1/18:1)	0.00234186	0.005569571	0.00257004	0.002970841	0.002485825	0.001676276	0.002591728	0.003836416	0.002818345	0.001929663	0.001828117	0.001753369	0.001878139	0.001519073	0.001417921	0.001607237	0.001609141	0.001222333	0.001584885	0.002569647	0.00232818	0.001083255	0.002986588	0.004678995	0.002136238
DAG34:1(16:1/18:0)	0.001138545	0.003410617	0.001131647	0.001379042	0.001497671	0.000834858	0.001120409	0.001776866	0.001288171	0.000996602	0.000841241	0.000830486	0.000901507	0.000683105	0.000713045	0.000717116	0.00066283	0.00053988	0.000664906	0.001196839	0.001016088	0.000497247	0.001752395	0.003005208	0.001027402
DAG34:1(16:0/18:1)	0.004567335	0.004761619	0.003336907	0.00348177	0.004701451	0.003209192	0.003055432	0.004290455	0.00264979	0.004968296	0.00294465	0.003103312	0.002599102	0.001779895	0.002507668	0.003127971	0.004231082	0.003135864	0.00346514	0.0060872	0.008032646	0.00437242	0.004260338	0.004357862	0.003895604
DAG34:0(16:0/18:0)	0.001531644	0.002040171	0.001403121	0.001185939	0.001627675	0.000726088	0.000521047	0.000642701	0.000426355	0.000953029	0.000420635	0.000394601	0.000347795	0.00031205	0.000477998	0.000388915	0.000374528	0.000354732	0.000318544	0.000625884	0.000739072	0.000377899	0.000503184	0.00046107	0.000595998
DAG36:4(18:2/18:2)	0.000282359	0.000306845	0.000258386	0.000276429	0.000286925	0.000232374	0.000223079	0.000290323	0.000197746	0.000282928	0.000159768	0.000215948	0.000160551	0.000136143	0.000156639	0.000250964	0.000355124	0.000169568	0.000225922	0.000960782	0.001295757	0.000611369	0.000510291	0.000459141	0.000470616
DAG36:3(18:2/18:1)	0.000716524	0.000821197	0.00072956	0.000689521	0.000762989	0.000601548	0.000672579	0.000860056	0.000678926	0.000739091	0.000702365	0.000781066	0.00061191	0.000454767	0.000603013	0.000966478	0.001158148	0.000673329	0.000733497	0.002022731	0.002958742	0.00163711	0.001117894	0.001197395	0.000959224
DAG36:2(18:1/18:1)	0.00240663	0.002165577	0.001933057	0.001756415	0.002391899	0.002299374	0.002006877	0.00255943	0.00179101	0.002547021	0.002177763	0.002511335	0.001915702	0.001484201	0.002140575	0.00230513	0.002577615	0.001992992	0.001714779	0.003119016	0.004059123	0.002159264	0.001471538	0.001563204	0.001701604
DAG36:2(18:2/18:0)	0.000495899	0.000514352	0.000422813	0.000371161	0.000440037	0.000434763	0.000404383	0.000430028	0.0003776	0.000501645	0.00037607	0.000368508	0.000332612	0.000241236	0.000308473	0.000542509	0.000585002	0.000396926	0.000467277	0.000919089	0.00114416	0.000606387	0.001053811	0.001046117	0.001126827
DAG36:1(18:1/18:0)	0.001243797	0.00148566	0.000882933	0.000807547	0.001302099	0.000962289	0.000832996	0.000988846	0.000651619	0.001240736	0.000768731	0.000826726	0.000711269	0.000544573	0.000782235	0.000890121	0.000849927	0.000779784	0.00071592	0.001062562	0.001369594	0.000647598	0.000966784	0.000862991	0.00113819
DAG38:5(18:0/20:5)	0.000593055	0.00115674	0.000670145	0.000611872	0.000639469	0.000390725	0.000591536	0.000980114	0.0007439	0.000491612	0.000423386	0.000464127	0.000525273	0.000405564	0.000401208	0.000409552	0.000389657	0.000326969	0.000389255	0.000611908	0.000646898	0.000347801	0.000657445	0.000459584	0.000680831
DAG38:4(18:0/20:4)	0.005196824	0.005547496	0.006454117	0.004179056	0.005325481	0.007489363	0.006965584	0.005378622	0.006978535	0.005918078	0.007289115	0.00611584	0.005057646	0.004025066	0.006063762	0.004288279	0.004396531	0.004358957	0.003768228	0.016293439	0.013062769	0.011358329	0.01582773	0.015632037	0.016723446
DAG38:4(18:1/20:3)	0.000496912	0.001145703	0.000650801	0.000801335	0.000620169	0.000498479	0.000716026	0.001003034	0.0007326	0.00061067	0.000639687	0.000596274	0.000630085	0.000492504	0.000535744	0.000537704	0.000587579	0.000490834	0.000484425	0.000930125	0.001122597	0.000665713	0.000761086	0.000552916	0.000778363
DAG40:6(18:1/22:5)	0.001919839	0.004827845	0.002408376	0.002736342	0.002370026	0.001172175	0.002713712	0.003980486	0.00286731	0.001802579	0.001664047	0.001929565	0.002089581	0.001559199	0.001409753	0.00158481	0.00160244	0.001443608	0.00164233	0.002467254	0.002755525	0.001274365	0.002586267	0.001767561	0.002608748
DAG40:6(18:0/22:6)	0.00529398	0.017938303	0.002995617	0.006232089	0.005886464	0.003434069	0.003047077	0.007716489	0.004110282	0.00272962	0.002233682	0.002568277	0.002345856	0.00250647	0.002368807	0.002920793	0.002464222	0.001747385	0.004337106	0.00364999	0.006090644	0.00087539	0.034185555	0.081088668	0.00390602
DAG40:5(18:0/22:5)	0.001368278	0.003474635	0.001260148	0.001801451	0.001414038	0.000940738	0.001280825	0.002287661	0.001532999	0.001001284	0.00090945	0.001022798	0.001046305	0.000844089	0.000840854	0.000961672	0.000924148	0.000754691	0.001112892	0.001536515	0.001816542	0.000673412	0.004933606	0.010143131	0.001519797
TAG42:1(14:1)	7.64E-05	0.000241275	0.000122562	0.000164423	0.000113591	9.99E-05	8.88E-05	0.00016293	0.00014766	6.38E-05	5.93E-05	6.38E-05	8.31E-05	6.24E-05	6.09E-05	5.17E-05	5.17E-05	5.52E-05	6.86E-05	0.000106065	7.54E-05	5.86E-05	9.57E-05	5.08E-05	7.12E-05
TAG42:1(14:0)	2.61E-05	6.29E-05	1.67E-05	3.29E-05	1.85E-05	2.13E-05	2.90E-05	4.20E-05	2.05E-05	1.11E-05	2.32E-05	2.44E-05	1.91E-05	1.37E-05	8.55E-06	8.62E-06	1.61E-05	6.79E-06	3.56E-05	0.000228826	6.34E-05	7.73E-05	0.000206303	0.000248684	0.000147692
TAG42:0(14:0)	7.46E-05	0.000136373	6.69E-05	0.000127885	8.72E-05	6.17E-05	7.25E-05	8.93E-05	6.77E-05	3.74E-05	5.67E-05	4.18E-05	4.63E-05	3.91E-05	4.38E-05	2.83E-05	4.25E-05	2.55E-05	7.93E-05	0.000444884	0.000150782	0.000207198	0.000754243	0.000673519	0.000296726
TAG44:1(14:1)	5.41E-05	0.000146863	0.000105849	4.75E-05	8.19E-05	4.68E-05	2.72E-05	8.93E-05	6.36E-05	3.05E-05	2.45E-05	2.78E-05	2.86E-05	2.75E-05	2.67E-05	2.96E-05	2.76E-05	2.89E-05	1.87E-05	6.58E-05	3.82E-05	3.99E-05	6.44E-05	4.14E-05	2.82E-05
TAG44:1(14:0)	2.80E-05	8.39E-05	4.18E-05	3.65E-05	2.64E-05	5.32E-05	2.72E-05	4.73E-05	2.26E-05	3.05E-05	1.42E-05	1.04E-05	1.77E-05	9.51E-06	1.07E-05	1.60E-05	2.07E-05	1.36E-05	6.50E-05	0.000481222	0.0001333	0.000209746	0.000790552	0.00070564	0.000445761
TAG44:1(16:1)	2.42E-05	6.82E-05	4.74E-05	6.21E-05	5.55E-05	5.74E-05	2.36E-05	5.26E-05	4.51E-05	2.50E-05	1.67E-05	9.28E-06	1.91E-05	2.01E-05	2.24E-05	1.97E-05	1.84E-05	1.19E-05	5.34E-05	0.000303464	0.00011254	0.000130773	0.000206303	0.000196875	0.000114126
TAG44:1(16:0)	4.47E-05	2.62E-05	5.85E-05	7.31E-05	6.34E-05	4.04E-05	2.18E-05	4.47E-05	3.28E-05	2.63E-05	1.80E-05	8.12E-06	4.09E-06	2.33E-05	1.92E-05	1.36E-05	1.26E-05	1.02E-05	8.46E-05	0.000642283	0.000184653	0.000273434	0.000638713	0.000661085	0.000292699
TAG46:3(18:2)	2.50E-05	8.81E-05	3.48E-05	2.75E-05	6.18E-05	1.45E-05	1.93E-05	1.68E-05	5.12E-05	2.93E-05	1.56E-05	1.28E-05	2.00E-05	1.50E-05	1.31E-05	1.14E-05	2.23E-05	5.78E-06	0.000130999	0.000340144	0.000113864	0.000123721	0.000315644	0.000301957	0.000265725
TAG46:3(16:1)	5.74E-05	8.18E-05	6.56E-05	8.25E-05	7.95E-05	2.91E-05	2.66E-05	3.36E-05	2.11E-05	2.30E-05	2.93E-05	1.28E-05	2.36E-05	1.80E-05	1.31E-05	2.44E-05	2.58E-05	9.25E-06	6.33E-05	0.000134808	3.96E-05	5.60E-05	0.000101514	0.000103504	0.000108092
TAG46:2(18:2)	2.75E-05	0.000107023	6.18E-05	8.25E-05	7.51E-05	4.57E-05	6.04E-05	7.39E-05	6.62E-05	6.48E-05	4.49E-05	1.84E-05	3.45E-05	3.30E-05	1.74E-05	4.06E-05	2.75E-05	3.47E-05	0.00019002	0.001169523	0.000507933	0.000563361	0.001798695	0.001947752	0.001232543
TAG46:2(18:1)	3.74E-05	0.000107023	8.50E-05	6.29E-05	7.07E-05	3.12E-05	5.32E-05	4.36E-05	3.31E-05	3.97E-05	2.34E-05	5.67E-06	3.63E-06	1.35E-05	1.74E-05	1.79E-05	2.06E-05	1.16E-05	0.00012812	0.000530303	0.000201985	0.000169631	0.000597979	0.000538048	0.000411348
TAG46:2(16:0)	3.74E-05	5.67E-05	3.48E-05	3.54E-05	5.30E-05	3.95E-05	5.32E-05	4.03E-05	5.72E-05	1.88E-05	3.32E-05	1.84E-05	2.90E-05	3.00E-06	1.31E-05	1.79E-05	2.23E-05	3.70E-05	0.000148273	0.00095526	0.000369316	0.000479324	0.001855797	0.001968282	0.001241551
TAG46:2(16:1)	8.98E-05	9.44E-05	0.000100403	6.68E-05	9.27E-05	4.57E-05	0.000137726	8.73E-05	5.72E-05	7.32E-05	3.13E-05	6.94E-05	3.09E-05	2.10E-05	3.48E-05	3.41E-05	1.89E-05	8.09E-06	4.89E-05	0.000344608	0.000107923	0.00012839	0.00025537	0.000189044	0.000192163
TAG46:1(14:1)	5.99E-05	0.000176274	0.000115849	3.14E-05	9.71E-05	3.32E-05	6.52E-05	6.04E-05	5.42E-05	4.81E-05	5.08E-05	2.83E-05	2.90E-05	1.95E-05	2.61E-05	2.44E-05	4.81E-05	3.01E-05	2.59E-05	0.000145521	6.24E-05	7.08E-05	4.92E-05	4.19E-05	3.75E-05
TAG46:1(14:0)	0.000144748	0.000220342	0.000262592	0.000220066	0.00023845	0.000240995	0.00028995	0.000268574	0.000219653	0.000259277	0.000125024	7.51E-05	7.62E-05	5.70E-05	6.10E-05	4.39E-05	2.58E-05	2.54E-05	0.000174185	0.00152663	0.00064655	0.00064273	0.001181683	0.001237768	0.000785164
TAG46:1(16:0)	0.000164713	0.0001385	0.000220114	0.00015719	0.000247281	0.000199444	0.000207798	0.000268574	0.00019859	0.000238368	8.60E-05	7.65E-05	3.45E-05	5.25E-05	8.13E-05	6.50E-05	3.61E-05	1.73E-05	0.000215932	0.002605984	0.001114878	0.001101822	0.002368124	0.003123931	0.001727962
TAG46:1(16:1)	0.000219618	0.000214046	0.00023556	0.000200417	0.000242866	0.000216065	0.000215046	0.000191359	0.000204608	0.000204913	9.96E-05	0.000100618	5.81E-05	4.50E-05	6.82E-05	4.71E-05	3.95E-05	2.31E-05	8.64E-05	0.000784741	0.000421792	0.000341596	0.000360056	0.00036098	0.00021318
TAG48:4(18:3)	2.00E-05	5.04E-05	3.48E-05	3.14E-05	3.53E-05	2.49E-05	3.14E-05	3.69E-05	3.91E-05	2.51E-05	1.37E-05	2.83E-05	3.81E-05	1.95E-05	1.45E-05	1.62E-05	2.06E-05	1.39E-05	3.45E-05	6.87E-05	4.75E-05	3.58E-05	8.25E-05	0.000121467	6.76E-05
TAG48:4(18:2)	4.99E-05	5.04E-05	2.32E-05	4.72E-05	1.32E-05	8.31E-06	9.66E-06	3.36E-05	1.50E-05	1.25E-05	1.56E-05	1.70E-05	1.82E-05	1.50E-05	8.71E-06	8.12E-06	1.89E-05	1.16E-05	0.000113724	0.000358892	0.000179212	0.000147843	0.000756594	0.000751899	0.000568981
TAG48:4(16:1)	4.24E-05	8.81E-05	2.70E-05	3.93E-05	0.000110393	2.29E-05	3.87E-05	7.39E-05	5.12E-05	1.88E-05	2.15E-05	3.26E-05	1.63E-05	1.95E-05	1.45E-05	2.27E-05	2.58E-05	8.09E-06	2.30E-05	3.66E-05	1.68E-05	1.71E-05	4.76E-05	1.54E-05	2.25E-05
TAG48:3(18:2)	4.99E-05	6.93E-05	4.63E-05	4.32E-05	9.27E-05	4.36E-05	8.22E-05	8.73E-05	8.43E-05	6.48E-05	5.08E-05	4.11E-05	2.18E-05	1.80E-05	2.03E-05	2.11E-05	7.22E-05	2.78E-05	0.000227448	0.001001684	0.000472289	0.000428746	0.001338712	0.001413125	0.001246054
TAG48:3(18:1)	3.99E-05	9.44E-05	7.72E-05	5.11E-05	4.42E-05	3.74E-05	3.38E-05	4.36E-05	3.91E-05	4.39E-05	4.49E-05	2.98E-05	4.36E-05	3.90E-05	4.06E-05	4.06E-05	3.78E-05	4.39E-05	0.000168427	0.00084902	0.000416842	0.000394508	0.001235612	0.001472148	0.00147725
TAG48:3(16:1)	0.000112305	0.000226637	0.000181497	0.000106103	0.00026936	9.97E-05	0.000171554	0.000181288	0.000117349	0.000200731	0.000103536	6.52E-05	5.63E-05	5.25E-05	3.77E-05	4.39E-05	4.81E-05	4.97E-05	7.77E-05	0.000331216	0.000211886	0.000154068	0.000261715	0.00023438	0.000180152
TAG48:3(16:0)	5.24E-05	5.67E-05	3.09E-05	5.11E-05	7.95E-05	3.53E-05	1.93E-05	3.02E-05	4.51E-05	8.15E-05	1.95E-05	2.13E-05	2.18E-05	2.10E-05	1.74E-05	1.14E-05	1.72E-05	1.27E-05	2.74E-05	0.000388353	0.000222778	0.000189862	0.000210958	0.000186478	0.000129109
TAG48:2(18:2)	0.000232096	0.000302183	0.000247145	0.000184698	0.000229618	0.000376036	0.000357605	0.000382718	0.000346029	0.000457917	0.000121117	0.00013463	8.53E-05	8.40E-05	0.000136443	8.29E-05	9.11E-05	8.21E-05	0.000283591	0.004057622	0.002361443	0.001952311	0.003311884	0.003617498	0.002137809
TAG48:2(18:1)	0.000157226	0.000258115	0.000185359	9.82E-05	0.000194292	0.000174514	0.000282701	0.000251788	0.000225671	0.000240459	7.03E-05	7.94E-05	6.90E-05	3.75E-05	6.97E-05	5.69E-05	5.67E-05	2.89E-05	0.000269195	0.002364044	0.000982202	0.000852823	0.002633011	0.002500342	0.001851066
TAG48:2(16:1)	0.000509114	0.000560298	0.000625586	0.00046764	0.000609372	0.000731296	0.000903677	0.000919867	0.00091472	0.000869833	0.000455166	0.00036421	0.000181505	0.000136449	0.000166925	9.91E-05	0.00012718	8.21E-05	0.00019002	0.001313259	0.000671303	0.000527567	0.00060591	0.000533771	0.000454885
TAG48:2(16:0)	0.000289496	0.00033366	0.000254869	0.00030652	0.000410664	0.000523541	0.000490499	0.000506934	0.000553646	0.000614738	0.000261769	0.000204071	0.000125238	6.15E-05	0.000153861	4.39E-05	0.0001014	3.93E-05	0.000205855	0.004635241	0.002669371	0.002167073	0.003039066	0.003943406	0.002116791
TAG48:1(18:0)	7.24E-05	7.55E-05	0.000127434	5.11E-05	5.74E-05	5.40E-05	6.77E-05	8.06E-05	4.21E-05	3.76E-05	3.91E-05	2.83E-05	2.18E-05	3.30E-05	2.32E-05	8.12E-06	2.23E-05	1.27E-05	2.45E-05	0.000311575	0.00016139	0.00015329	0.000575773	0.000846849	0.000459389
TAG48:1(18:1)	0.000671332	0.00084989	0.000861146	0.000444061	0.00093172	0.000864259	0.001002744	0.001087726	0.001131364	0.001331932	0.000595818	0.000494589	0.000304928	0.000221917	0.000335302	8.94E-05	0.000159834	9.02E-05	0.000269195	0.007912697	0.005257552	0.004553576	0.004468188	0.006088928	0.003280276
TAG48:1(16:0)	0.001387586	0.001693484	0.001726155	0.001265377	0.001783957	0.002561614	0.002959906	0.002957674	0.00280133	0.003322511	0.001685872	0.001215924	0.000800437	0.000595277	0.000789628	0.000242085	0.000331699	0.000167673	0.000479369	0.013377612	0.008863148	0.008051251	0.006817278	0.008211507	0.003990376
TAG48:1(16:1)	0.000773654	0.001366119	0.001077399	0.000782019	0.00110835	0.001109409	0.001384511	0.001534231	0.001519518	0.001844213	0.000939634	0.000629219	0.000479173	0.000311883	0.000415136	0.000172222	0.000202801	0.00015611	0.000297986	0.004047801	0.002970368	0.002609047	0.001229267	0.001526894	0.000972823
TAG48:0(16:0)	0.002418293	0.00215935	0.003301705	0.002019888	0.002543464	0.0037749	0.004436234	0.003672753	0.003475334	0.004022977	0.002938067	0.002395002	0.001435704	0.001003125	0.001325241	0.000476047	0.000622151	0.000493769	0.000545588	0.025630911	0.02220982	0.017692974	0.009567664	0.011592405	0.006420933
TAG49:0(17:0)	7.24E-05	0.000182569	8.88E-05	7.47E-05	0.000123641	8.73E-05	5.07E-05	7.39E-05	7.82E-05	6.06E-05	5.47E-05	4.96E-05	5.08E-05	5.10E-05	7.69E-05	4.87E-05	2.41E-05	2.43E-05	2.88E-05	0.000145521	0.000130696	0.000108937	0.000160201	0.000112913	9.16E-05
TAG50:4(18:2)	0.000137261	9.44E-05	0.000139019	6.29E-05	9.27E-05	0.000130885	0.000166721	0.000124216	0.000162483	0.000259277	8.20E-05	3.83E-05	4.72E-05	2.25E-05	4.35E-05	2.60E-05	5.50E-05	2.89E-05	0.000188581	0.001566804	0.000948538	0.000720542	0.001056377	0.001256587	0.000819694
TAG50:4(16:2)	4.99E-05	6.93E-05	4.63E-05	3.93E-05	3.09E-05	5.19E-05	7.01E-05	4.36E-05	4.81E-05	5.23E-05	3.52E-05	2.13E-05	3.09E-05	1.80E-05	1.02E-05	1.62E-05	1.72E-05	1.62E-05	1.44E-05	0.000207122	0.000129706	0.000137728	9.83E-05	6.93E-05	4.95E-05
TAG50:3(18:2)	0.000386827	0.000484752	0.000428642	0.000381185	0.000428326	0.000903732	0.001019657	0.000903081	0.000854541	0.001308931	0.000373119	0.000454909	0.000210546	0.000182932	0.000288853	0.000121855	0.000130617	8.79E-05	0.000377161	0.00613241	0.003702069	0.002771674	0.00323099	0.003624341	0.002547656
TAG50:3(18:1)	0.000364366	0.000478456	0.000482706	0.000396904	0.000468068	0.000531852	0.000596814	0.000530434	0.000526566	0.000667011	0.000386793	0.000290518	0.000257737	0.000184431	0.000204665	0.000146226	0.000168428	0.000102917	0.000397315	0.004109402	0.002263421	0.001737549	0.002896312	0.003188086	0.002190353
TAG50:3(16:0)	0.000326931	0.000327365	0.000459536	0.000231855	0.000459236	0.000822708	0.000973749	0.000849366	0.001004988	0.001223203	0.000509864	0.000412394	0.000188765	0.000178433	0.000243856	6.34E-05	7.05E-05	6.82E-05	0.000171306	0.00463792	0.003486222	0.002781012	0.00199062	0.001999932	0.001430711
TAG50:3(16:1)	0.000526584	0.00045957	0.00061014	0.000412623	0.000671192	0.001290156	0.00137243	0.00109444	0.001290838	0.001405115	0.000642702	0.000508761	0.000348489	0.000221917	0.000216277	0.000102358	9.97E-05	8.44E-05	0.000228888	0.003603204	0.002268371	0.001885392	0.001454501	0.001413981	0.000956309
TAG50:3(16:2)	7.99E-05	0.000151091	0.000104265	0.000106103	9.71E-05	7.69E-05	0.000128061	0.000114144	0.000108322	0.00011082	4.10E-05	6.09E-05	2.54E-05	1.65E-05	3.48E-05	1.79E-05	2.06E-05	3.12E-05	1.44E-05	0.000466917	0.000361395	0.000259893	0.000130064	0.000123178	0.000105089
TAG50:2(18:2)	0.000883463	0.000755458	0.0011276	0.000518726	0.001156923	0.001593477	0.002039315	0.002259381	0.002003959	0.002647136	0.000959169	0.000976424	0.000617117	0.000397351	0.000595124	0.000290827	0.000274984	0.000250932	0.000397315	0.020663775	0.016959654	0.014707833	0.008187712	0.010814074	0.006438948
TAG50:2(18:1)	0.001654622	0.002146758	0.002170244	0.001520811	0.001889935	0.002891943	0.004037553	0.0041159	0.003210546	0.004133797	0.001937874	0.001622649	0.001047283	0.000706236	0.000998648	0.000268081	0.000355761	0.000297186	0.000511039	0.011683928	0.008220732	0.007077905	0.005626078	0.006251283	0.004616406
TAG50:2(18:0)	9.23E-05	0.000132205	0.000119711	5.50E-05	0.000110393	0.000105955	0.00017397	0.000144359	0.000135403	0.000163094	9.38E-05	6.38E-05	2.90E-05	4.50E-05	4.35E-05	3.09E-05	3.61E-05	1.39E-05	2.16E-05	0.000656183	0.000357434	0.000417852	0.00082004	0.001129132	0.000737124
TAG50:2(16:0)	0.002041448	0.002770011	0.002425112	0.002216375	0.002821655	0.004971566	0.006161436	0.00568706	0.005009896	0.006935663	0.003279929	0.002783304	0.001680735	0.001294016	0.001688121	0.000557283	0.000637619	0.000450983	0.000857969	0.04226012	0.031984723	0.029678353	0.018209135	0.025492806	0.014886124
TAG50:2(16:1)	0.001205403	0.001536097	0.001544657	0.001257518	0.001814867	0.002532528	0.003295764	0.003115461	0.002413175	0.003289055	0.001465126	0.00123293	0.000582631	0.000595277	0.000789628	0.000214465	0.000249204	0.00018155	0.000292228	0.006271681	0.004406046	0.003995662	0.002422053	0.002287347	0.001712949
TAG50:1(16:1)	0.000469184	0.000472161	0.000498152	0.000404763	0.000512225	0.000733373	0.000778032	0.000762079	0.000680022	0.000838469	0.000322328	0.0002395	0.00017969	0.000137948	0.000198859	6.17E-05	5.33E-05	3.70E-05	4.61E-05	0.000843664	0.000533676	0.000521342	0.000483776	0.000463628	0.000321272
TAG50:1(16:0)	0.004534611	0.005987001	0.005722956	0.003933673	0.007281548	0.010973595	0.014296948	0.012287272	0.010967611	0.015127982	0.007589354	0.006734349	0.004051189	0.002913411	0.004437306	0.001043079	0.001288987	0.001386483	0.000958738	0.050984345	0.044482834	0.038775833	0.025985423	0.025704034	0.018230301
TAG50:1(18:0)	0.00039681	0.000528821	0.00058697	0.000377255	0.000644697	0.000650272	0.00061856	0.000627792	0.000532584	0.000945107	0.000304746	0.000266426	0.000277702	0.000154442	0.000307723	7.64E-05	5.33E-05	6.36E-05	5.76E-05	0.001101673	0.000772296	0.000637283	0.001243542	0.001426812	0.000944299
TAG50:1(18:1)	0.002735242	0.003689151	0.003602913	0.002389284	0.003982994	0.006735402	0.007524201	0.007557008	0.006703933	0.008131683	0.00429575	0.003263722	0.002301482	0.001553419	0.002441462	0.000612524	0.000709803	0.000700758	0.000621884	0.027843145	0.025366341	0.020642543	0.013256774	0.015439292	0.009800293
TAG50:0(18:0)	0.000888454	0.000944322	0.001255034	0.000778089	0.001227574	0.001277691	0.001169465	0.001383157	0.00108623	0.001530571	0.000795075	0.000622134	0.000431982	0.000340373	0.000460133	0.00012348	0.000195926	0.000161891	0.000148273	0.001625727	0.001323794	0.001108825	0.001389468	0.001438787	0.001071907
TAG51:3(17:1)	6.49E-05	8.18E-05	4.63E-05	5.11E-05	0.000119225	6.23E-05	5.80E-05	7.39E-05	7.22E-05	7.95E-05	6.84E-05	4.11E-05	4.36E-05	2.40E-05	2.90E-05	2.11E-05	2.58E-05	2.08E-05	2.16E-05	0.000308004	0.000255452	0.000195309	0.000101514	0.000143708	8.26E-05
TAG51:3(15:0)	2.25E-05	3.15E-05	1.16E-05	2.36E-05	7.95E-05	2.49E-05	1.93E-05	2.69E-05	3.61E-05	5.85E-05	2.54E-05	3.54E-05	2.18E-05	2.10E-05	2.90E-05	1.30E-05	2.06E-05	2.54E-05	2.02E-05	0.000191945	0.000157429	0.000141618	0.000141167	0.00011719	0.000105089
TAG51:2(17:0)	2.99E-05	6.93E-05	6.95E-05	5.89E-05	7.51E-05	4.99E-05	8.70E-05	7.05E-05	8.73E-05	8.57E-05	3.71E-05	4.53E-05	3.45E-05	3.75E-05	2.76E-05	2.92E-05	3.09E-05	8.09E-06	1.01E-05	0.000269615	0.000224758	0.000173522	0.000137995	0.000171081	0.000186158
TAG51:2(17:1)	9.23E-05	0.000163682	0.000135157	9.04E-05	0.000110393	0.000132963	9.18E-05	0.000134287	0.000132394	0.000173548	8.20E-05	8.64E-05	5.81E-05	3.45E-05	4.35E-05	4.71E-05	3.61E-05	5.67E-05	3.60E-05	0.000357999	0.000282185	0.000243553	0.000215717	0.000189044	0.000210178
TAG51:2(15:0)	5.49E-05	7.55E-05	6.56E-05	5.50E-05	5.74E-05	5.61E-05	9.91E-05	8.06E-05	9.93E-05	8.57E-05	5.27E-05	3.12E-05	3.09E-05	3.30E-05	3.77E-05	3.09E-05	2.92E-05	1.62E-05	1.73E-05	0.000153556	0.000112874	0.000121387	0.00012372	0.000110347	0.000132112
